Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
6745,CnwMu7BDRC,Ronnie Patrick,Diane,Woodward,"Lam, Watts and Estes",477-818-1407x974,(882)873-2489x49281,sarahhuerta@harrell.com,doris55@bass.com,http://www.gilmore-solomon.com/,Retargeting Ads,Re-engagement,Management court account event range moment movie.
6746,pqiqUQa05i,Michael Love,Andrew,Norton,Wells-Calhoun,(582)439-4680x86374,551-331-7044,vcoleman@boone.info,ccordova@duffy.com,http://berg-khan.info/,Partner Program,Proposal Sent,Plan water blood ok real price wind.
6747,LxPckDauch,Lindsay Schmitt,Blake,Booth,Mckenzie-Pope,912.522.6471x845,387.423.6501x0803,finleycindy@walton-lang.com,tabitha17@mckee.info,https://www.todd.net/,Trade Show,On Hold,Catch agreement institution her wish.
6748,c2RrfdRPYb,Louis Boyer,Shaun,W.,Blankenship Inc,+1-513-213-2968x69601,8968419415,reginacooley+chelseysmith@ashley.com,camachocatherine@todd.info,http://www.maxwell.org/,Organic Search (SEO),New Lead,Either power budget them.
6749,C8d6pgfgkr,Samantha Brewer,Randall,H.,Mitchell LLC,837-700-6370,705.351.6999,stricklandderek+ubartlett@werner.com,daisypotts@valencia-mathews.org,http://www.suarez.com/,Social Media,Closed Won,Run relationship yeah science choice.
6750,o0zfNuEySB,Jeffrey Hernandez,Don,Casey,Flynn Ltd,001-766-788-6615x966,(868)372-6375,anitalucero@larsen.com,leeproctor@woodard.biz,http://www.farmer.com/,Google Ads,On Hold,Author interest until instead despite this.
6751,dXcMK4kata,Parker Richardson,Hailey,Dodson,Franco PLC,309-748-8017,+1-948-475-4915x533,mallorybarrett@stewart-cooley.org,emily31@graham.biz,http://www.may.biz/,Other,Contacted,Series account range middle American enough.
6752,gIdKyiG5oQ,Eduardo Rowe,Martha,N.,"Koch, Fisher and Davila",721-543-8289,(333)222-2375x177,zfrazier+thorntondesiree@wilson-melendez.net,allenpollard@aguilar.com,https://www.hamilton-hatfield.com/,Partner Program,Contacted,Dream hear together drug feel resource note.
6753,liDWqc9VLQ,Jonathon Long,Judy,Barry,"Eaton, Brady and Bonilla",(818)338-7610x3984,+1-629-544-5420x6861,donnamcdaniel@perry.com,selenazamora+mcdanielgabriel@mejia.net,http://www.holder-crawford.com/,Website Form,Re-engagement,White attention national general.
6754,z87uLsxrD8,Tasha Stevens,Mary,Cuevas,"Wolf, Hurst and Hobbs",601.343.8924x6763,001-941-747-4519x149,anthony23@meyers.com,frederick00@cantrell-duran.org,https://burnett-bush.org/,Webinars,Closed Lost,In his west hotel voice.
6755,XCANzQWlfM,Krystal Carr,Leon,Spence,Mitchell-Ramirez,(266)858-8401,(514)870-2464x07231,qmccann@huang-houston.net,vstout@valenzuela.net,http://www.doyle-bullock.com/,Social Media,Closed Lost,Ago cell lawyer blue whom.
6756,Pfz2hCLpem,Tony Wang,Cindy,Greer,Grant PLC,354.824.5698x95361,312-257-1192x74318,belinda75@oliver-vega.com,brendan11@aguilar.com,http://www.harding.info/,Social Media,On Hold,Garden production line become learn laugh.
6757,LdBpnwaqbc,Edgar Hamilton,Paul,C.,"Montes, Sweeney and Walter",+1-569-386-9810x06037,4016633454,mariahouston@duarte.com,candice00@fry.biz,http://www.parks-baird.info/,Networking Event,Disqualified,Authority baby however evidence sister.
6758,KACcJU5DDZ,Phyllis Ford,Amanda,Cameron,Dorsey-Benjamin,8172386423,9978340373,cristian34@case.biz,xingram@hardy.net,https://www.blankenship-fitzpatrick.net/,Direct Traffic,Re-engagement,Along agent painting TV fear door company spend.
6759,KuAQx7sg1W,Jean Mccormick,Gregory,Olson,Meza Inc,764-703-9157x2030,992-272-4432,geraldsharp@stanton-dyer.net,wheelercassie@valenzuela.com,https://moss.com/,Content Marketing,Disqualified,Break series production run technology.
6760,IjHcR8Jv3C,Savannah Prince,Samuel,Rodriguez,Lewis LLC,001-803-950-1569,572.389.9304x97027,daughertymichael@walters.net,ufritz@mcdowell-michael.net,https://www.huerta-hess.com/,Website Form,Contacted,Civil tax civil hot population movement painting.
6761,qQr3vq1O3D,Roger Hurst,Patty,Roy,Sexton LLC,+1-579-353-7023x51393,+1-615-841-3695x34631,ewingcindy@webb-skinner.info,chasesylvia@keith-berger.com,https://phillips-marsh.com/,Webinars,Closed Lost,Sort air view use break fear worry guess.
6762,VhOHGOqQPy,Tom Rios,Elaine,Wu,Graham Group,496-730-8544,282-349-1838x89332,jaimefrazier@flowers.net,caseymandy@bonilla-hobbs.info,http://www.stewart.com/,Cold Email,Qualified,Decade science case base page.
6763,EG6ymnv3Ve,Shelby Hopkins,Carla,Dunn,Macias-Moody,599.999.6083,(509)286-2179x6036,xburch@leblanc-novak.net,wongbrooke@berg.info,https://tate.com/,Other,Qualified,Child structure born growth nice.
6764,oDRpt0tVK8,Austin Jimenez,Marisa,Kennedy,Mendoza PLC,736-851-6392,(337)363-7695x79502,djarvis@stewart.com,qrussell@chase.com,http://www.gray.com/,LinkedIn Outreach,Proposal Sent,Hold well occur learn data.
6765,UbPi7AgUx4,Alisha Whitney,Holly,Boyer,Chaney Group,385-948-5416x61203,001-816-415-6188x37269,bryan96@rubio.info,harrisamy@zuniga.com,http://www.foley-grant.com/,Webinars,Closed Won,Language recently manage language moment.
6766,oPmckf27iU,Bernard Benitez,Edwin,Walters,Wyatt-Cummings,+1-673-558-4013,470.623.2559x18015,davidkristina@ruiz.com,aimeekrueger@poole.info,http://brock.com/,Google Ads,Disqualified,Tree job method box figure create ability.
6767,VHDj42oYE5,Jonathon Everett,Tami,Hansen,Mercado-Mills,960.810.8968x964,821-629-1359x842,lauren97@lamb.net,zoeday@may.biz,https://www.bush-taylor.net/,Trade Show,Negotiation,Inside brother behavior rate.
6768,pl6n4FjIat,Ray Rubio,Ian,T.,Lamb-Harvey,(912)479-1600,425.440.7242x605,roachalejandra@grimes.com,andrewsgrace@charles.com,http://www.beard.info/,Networking Event,On Hold,Who fund inside administration on.
6769,V57lcJieEH,Melvin Strickland,Peter,Sims,Bolton-Yang,(958)385-9515,001-607-795-5961,ymathews@soto.com,jeanhoover@park.info,http://www.wood-massey.info/,Facebook Ads,On Hold,Sing establish full old factor true provide money.
6770,qFDNXmu8ec,Mario Klein,Tom,Fry,Robles-Johns,922-875-9075x3276,001-980-217-8930x3743,vhutchinson@fuller-davila.net,emily84@perez.com,http://www.levine-black.com/,Webinars,Re-engagement,Leave customer official of blood.
6771,1jnQuD5AwW,Collin Hodges,Billy,Bean,"Christian, Mora and Simmons",+1-253-840-4380,(257)923-0522x00273,ifrost@west.info,ellisgail@nash.com,https://mccarthy.net/,Other,New Lead,Understand poor number door evening myself but song.
6772,ItHxJLeS2z,Tom Lewis,Jane,D.,"Shannon, Velez and Herman",001-490-709-4523x115,001-409-589-4161,mcdonalddale+danielle07@decker.org,vrobbins@villegas-curtis.info,https://www.richmond.net/,Podcast,Contacted,Heavy night next deep kid.
6773,yBxhgIJXxZ,Henry Parrish,Mikayla,C.,Best-Sutton,4182270639,344.901.3596x532,lloydangelica@nash.com,bob77+ryanwalsh@torres-arroyo.com,https://www.bennett.com/,Other,New Lead,Will become bill actually.
6774,cRPq8wPhrf,Claire Morrison,Mindy,Hines,Boyle PLC,001-463-899-8789x5489,679.899.2652,cristinamason@hopkins.com,jane20@reid.com,http://www.wallace.com/,LinkedIn Outreach,On Hold,Evening smile short foreign many wind against.
6775,q3HL0DcFh2,Spencer Dominguez,Joanna,Leonard,Fernandez PLC,298.255.2232,577-719-4786x208,gcharles@nguyen-graves.com,erikwoodward@cantrell.com,http://ingram-leonard.com/,Retargeting Ads,Re-engagement,Begin of class able individual politics ability.
6776,1OhlgK1eNo,Kimberly Kane,Harry,Stewart,Hogan-Diaz,584.616.9560,540-854-4190,mikayla89@barry.info,tammiehunt@irwin.com,http://www.cline.com/,Cold Call,New Lead,Poor space current carry be building.
6777,rIoQUtcirk,Shane Friedman,Frances,Joseph,Gomez-Matthews,001-922-887-3011x798,+1-977-585-2515x19051,greggmata@skinner-vasquez.com,mullenparker@harrell.net,https://www.mora.com/,Google Ads,Disqualified,Its issue worker economic else.
6778,wsdu0dVZGO,Jasmine Smith,Ellen,Glover,"Davenport, Sweeney and Wall",001-814-359-9530x417,989.345.9461,katiecantrell@frost-barrera.com,madison56@alvarez.com,http://www.mcclure.info/,Chatbot,Closed Won,Sell wife somebody member.
6779,VqM3sYDF95,Jodi Love,Kerry,Hutchinson,"Kent, Sosa and Barker",776-483-1050x09681,4834234322,uescobar@mathis.com,jonesmonica@roman.info,http://www.doyle.com/,Chatbot,Contacted,Tough what adult must white out away court.
6780,8kK2q8zV0j,Tom Copeland,Edwin,Garrison,Meyer-Medina,+1-308-912-2400x685,315.962.8762x50919,jorge48@baird.com,catherinecherry@fitzgerald.info,https://www.dixon-leon.com/,Referral,Qualified,History he situation read really energy.
6781,S5ExYo5UAi,Elijah Blevins,Shaun,V.,Guerrero-Clements,767-343-8168x329,(631)901-8361x601,epalmer+lindsey54@larsen-bond.com,samanthawilliams@salinas.info,http://www.avery.com/,Referral,Closed Lost,Million economic recent across security.
6782,TLL7cfauxm,Lydia Jimenez,Monique,Potts,Bray-Parker,347-489-2348x74469,001-799-550-8958,hicksrobyn@carter-hamilton.net,fullervanessa@brooks.com,http://lin.org/,Retargeting Ads,Qualified,Sing project use blood throughout.
6783,srVmg0uycg,Kelsey Petty,Mia,E.,Gilbert-Bray,892.618.3551x3431,204-814-0666,jeremiahhooper@kelly.net,buchanansuzanne@kramer.com,http://www.mays.com/,Webinars,Contacted,Federal outside situation enjoy image.
6784,4cJ2whGOGA,Chad Hoffman,Judy,J.,Hawkins Ltd,+1-534-765-4438,6674050518,meltonjavier@hardin.com,andrea00@luna-brennan.com,https://holloway.net/,Other,Contacted,Black property two allow nice.
6785,TqqJ0ET2sL,Edwin Carter,Samantha,P.,Luna Ltd,+1-930-280-4047,509-626-5830x020,montgomerycristina@mays-clements.org,dray+kimberlyrandolph@hoffman-mendoza.com,http://www.hughes-marshall.com/,Referral,Re-engagement,Father itself hear bring good her.
6786,SjSaHMAyjn,Doris Pennington,Alexander,Patton,Whitehead-Moon,001-925-646-0621x780,001-365-684-5082,jeremyvillarreal@rosario.com,rothscott@snow.com,http://www.joseph-griffin.com/,Social Media,Proposal Sent,Fall brother nothing.
6787,6Vf881dlnR,Terrence Zimmerman,Chad,Jackson,Sharp-Simmons,001-693-727-6073,453.531.2786,cshea@mora.com,lovealvin@farley.org,https://sweeney.com/,Social Media,Disqualified,Congress cup receive manage.
6788,LoEVJrMU87,Savannah Francis,Barry,Adams,Wood-Hodge,(542)449-8521,342.429.4010,opaul@jackson-henry.org,brendastevens@lara.net,https://www.figueroa-koch.com/,Purchased List,Contacted,Cover officer lot prepare answer popular individual.
6789,BUg5MTDRbZ,Priscilla Castro,Bradley,Weiss,Kirby-Shah,849.882.6381,311-464-3003,cameroncordova@villa-wilkinson.com,meagan23@holmes-russell.biz,https://mason-ellis.com/,Website Form,Disqualified,Organization budget charge.
6790,OVKNeDR33o,Penny Mays,Henry,Pennington,Sosa PLC,+1-970-444-8590x70544,636.782.0025x48809,mathisjerome@atkinson.biz,kkemp@weber.biz,https://www.preston.biz/,Trade Show,Disqualified,Game team like bill raise.
6791,TVub5l836e,Ronald Harvey,Ana,E.,"Beard, Orr and Blackburn",491-884-1482x484,+1-463-407-0105,kellie07@vaughn-ayers.com,newmanperry@kane.org,http://www.wilkinson.com/,Retargeting Ads,Closed Lost,Time fact research.
6792,SDeMuReqNc,Tamara Price,Chase,Franco,Bradley-Quinn,(520)780-8303,001-222-887-5110x3817,wdonovan+yolanda68@hebert.com,osbornbecky@rivas.com,https://cannon-huffman.com/,Other,Proposal Sent,Member land international official.
6793,9Lx0vzdk31,Isaiah Jones,Rickey,H.,Short-Arias,001-682-975-1466x759,8926745724,leachjanice@kline.org,albert43+karenbolton@harris.biz,https://mueller.biz/,Google Ads,Negotiation,Base check his.
6794,m3XzwsPT3E,Randall Franklin,Virginia,B.,Anderson-Oliver,765-727-8261,001-219-965-5061x534,nlarsen@glover-pennington.com,robertacrane@castillo-griffin.com,https://www.walls.com/,Trade Show,New Lead,Moment manage factor focus affect heart camera.
6795,DjhHRdCb6E,Jocelyn Barton,Shaun,Barnes,Webb-Walker,001-641-440-1572x111,+1-881-471-9476x925,braunjoanne@zavala.info,breanna68@harper-santana.org,http://www.orr.org/,Retargeting Ads,Closed Won,Oil close however knowledge skill.
6796,VBoJkexa3u,Kaitlin Stephens,Yvette,R.,Clarke Group,(530)672-8179,6214877289,princecassie+bartonlarry@pena-morton.info,asantiago@tucker.com,http://petty.org/,LinkedIn Outreach,Re-engagement,Officer gas shake be water cover.
6797,buq4k8MOhG,Lawrence Shepherd,Adam,Newman,"Huffman, Mcconnell and Mccormick",(706)610-4894,+1-999-804-3457x52007,irwinderrick+burnsanita@guzman-morales.org,troyewing@stuart-sheppard.com,https://ford.info/,Purchased List,Contacted,Small new adult event like painting none market.
6798,jePErrTwMT,Kristie Poole,Amanda,Mcdowell,Stafford-Montoya,7562165107,(542)869-1593,pfritz@rivera-warren.com,cassidy09@fields.com,https://donovan.com/,Other,New Lead,Wind much capital often first couple adult reach.
6799,MZVYIln6hW,Shirley Roach,Roberta,Oconnell,Baxter PLC,001-324-264-3107,386.536.7229x0882,whoffman@wolfe-contreras.com,hblanchard@collins.com,http://robinson-lynn.com/,Google Ads,Closed Lost,Carry ability these boy.
6800,pGSPRIl6w3,Colin Delacruz,Earl,Dominguez,Marshall Ltd,433.494.9160x7288,(775)200-1455x290,jefferycameron@hoover-crosby.com,michael24+adrienne44@scott-glenn.com,https://herring.info/,Organic Search (SEO),Re-engagement,Star remember store answer painting cover.
6801,TNMF478msZ,Corey Lamb,Micheal,Huber,Petersen Group,442.467.0475x013,001-509-768-2665x6988,lucas93@robles-blackburn.net,ktyler@avila.com,http://www.greer.com/,Google Ads,Closed Lost,Building water happen us yard wonder almost.
6802,eQB7nqBgyM,Dennis Atkinson,Victoria,Yu,Bryant PLC,001-402-407-7821x8877,001-819-778-3324x891,ystephenson@house.com,btran@gibson-calderon.com,http://www.white.biz/,Webinars,New Lead,People decade house culture effect.
6803,jPdjD7860F,Jorge Roberts,Christopher,J.,Hicks Ltd,(638)265-3078x97716,581-952-7991,madelineortega+bmays@key.com,jerry55@cummings-li.com,https://gould-durham.com/,Networking Event,Re-engagement,Father whose his respond.
6804,6v7zMw4teM,Tonya Jackson,Chase,Dunn,"Frazier, Nicholson and Lee",(846)297-6277,(698)676-8115x9253,pbranch@miles-rosales.org,rita22@marks-curtis.net,https://little-warner.info/,Partner Program,Re-engagement,Clear responsibility issue approach.
6805,1Og27DUiX3,Nichole Olson,Jesus,Hoover,Little-Fischer,896-930-7086,(418)632-3660,ytrevino@ingram.org,garnerchristina@gomez.org,http://lyons.com/,Website Form,Closed Lost,Too leader particularly case.
6806,LmLXRb248t,Sandy Robles,Levi,B.,"Beasley, Hughes and Shannon",2756760161,+1-912-872-5860x33363,bullockjoann@little.com,blanchardbridget+hendersonchristie@nichols.net,http://www.kent.com/,Website Form,Negotiation,Pay particular husband through describe.
6807,Yzi3hs9snm,Marisa Cohen,Nicolas,Haney,"Mills, Daugherty and Reilly",+1-429-763-4292,(975)747-3755,qschmitt@ramirez.com,sheliapoole@webb-giles.info,http://www.barber-jensen.org/,Social Media,Re-engagement,Happy meeting administration.
6808,B6qXm2ObKm,Brittney Strickland,Phillip,Roberts,Hays and Sons,(921)660-3522x0269,(543)292-2260,gregrichmond@villegas-gay.com,lindsay85@fernandez-mcdaniel.com,http://www.griffin.com/,Chatbot,Disqualified,Difference positive past provide news.
6809,hJdCgMCWsA,Frances Blevins,Brenda,H.,French PLC,281-535-6566x4893,+1-993-314-2009x546,charlotte78@rasmussen-lester.biz,hgould@mora-james.biz,https://jensen.info/,Organic Search (SEO),Re-engagement,Third process little never catch occur use.
6810,90s4tyOGtV,Ivan Walters,Joy,Spears,"Yoder, Gates and Ramos",2767541952,573.936.6488x6570,dross@patterson-vincent.com,evelynchapman@conner.com,http://rice.com/,Direct Traffic,Negotiation,Article event miss since body force central.
6811,YSOUpVLcwC,Nicole Paul,Janice,P.,"Clayton, Hill and Pearson",510.608.1130x39061,282-236-7519,wilsonanthony@daugherty.com,colleen59+rachaelbrennan@farmer.com,http://www.howe.com/,Trade Show,Proposal Sent,Particularly be effect.
6812,pyAPpXO2m2,Leonard Hampton,Samuel,R.,"Russo, Winters and Lawson",001-461-415-5619x579,+1-364-457-5565,calvinjohns@roy.org,hodgesdavid+cassidymcintosh@mcmahon.com,https://ward.biz/,Retargeting Ads,Proposal Sent,Democrat wall according population wife.
6813,L8gs3PODm3,Joshua Robles,Brooke,Sweeney,"Joyce, Coleman and Summers",(404)587-9246x42498,7168173012,michealmayo@cruz.net,awaller@wilkerson.com,https://www.mcpherson.net/,Partner Program,Proposal Sent,Save issue president stop.
6814,YjiMzu7shg,Kristen Armstrong,Eugene,Aguilar,Shepard-Mccormick,001-488-779-0899,001-543-482-9121x93634,cummingsdarlene@duke-may.com,katrina90@adkins-hebert.com,http://www.moreno.biz/,Direct Traffic,Re-engagement,Item item cause.
6815,wkZ4dlXzFX,Tina Lee,Victor,Hunt,"Hanson, Hendricks and Wolfe",(479)932-8260x783,(863)415-8734x77718,mcdonaldbernard@wu-maxwell.com,maynardtonya@cobb.biz,http://freeman.com/,Other,On Hold,Question family pull interest nothing feel.
6816,GkLTupvnsE,Sophia Golden,Lisa,Padilla,Reid-Brennan,691.869.0439x71555,992-339-8231x14736,hooperfrances+tammy40@craig.net,kvaughn@bennett.info,https://cummings.biz/,Other,Disqualified,Most day eat last not themselves move.
6817,k604tcJcns,Joyce Conway,Andrea,Foley,Hays PLC,001-627-585-7200x7109,464.380.1397x9707,morrowbrittany@foley-carson.com,norrisbreanna@carlson.biz,http://carr-dodson.info/,Webinars,On Hold,Accept view another.
6818,8WAKLr3Jfo,Todd Huff,Dean,Buchanan,Bass-Reilly,579-693-9610,2827719986,tyronebarker@roman.com,nmorrow@sellers.com,http://chandler.com/,Trade Show,Proposal Sent,All author opportunity meeting offer full prepare.
6819,tpRXGh4gNq,Gwendolyn Hickman,Hayden,Pineda,"Vang, Kidd and Key",9512044602,461-248-3267,joanthornton@boyd-murphy.net,jeromefrye@dennis.com,https://www.mason-cantrell.com/,Other,Disqualified,Paper often great beyond me clear compare.
6820,V57lcJieEH,Melvin Strickland,Peter,S.,Bolton-Yang,(958)385-9515,001-607-795-5961,jeanhoover@park.info,ymathews+clifford12@soto.com,http://www.wood-massey.info/,Facebook Ads,On Hold,Sing establish full old factor true provide money.
6821,utWL0GpBsA,Timothy Patterson,Debra,Wilkinson,"Bradshaw, Kaufman and Riddle",(455)714-6123x033,476-216-5843,wesley24@hines.com,tanderson@hutchinson.com,http://www.donaldson-cameron.biz/,Podcast,Disqualified,Usually produce toward car off.
6822,2UEsICdZaZ,Craig Byrd,Gina,M.,Reeves Inc,+1-682-858-7431x89523,001-474-631-6000,sortiz@cameron.com,adamsexton@melton-michael.com,http://cooper.net/,Purchased List,Re-engagement,Thousand out student third thing.
6823,lPkjxfs71m,Gavin Bray,Dwayne,Lynch,Cooper Ltd,(310)840-7173x07873,755.853.2142x202,erictapia@griffith-yang.com,faithwashington@osborne-haynes.com,https://www.kim-bond.com/,Podcast,Qualified,Direction add Republican goal describe.
6824,Z8Mgj9NJ3A,Sue Mccoy,Colleen,Rice,Reese-Pace,486.413.6675x787,334.327.0762,michael00@lowery-hodge.com,xjennings@blankenship-hutchinson.info,http://guzman.com/,Facebook Ads,New Lead,Order generation sense near.
6825,IZzbH6DH7L,Joseph Huffman,Cheryl,Montes,Dawson PLC,(415)210-0094,255.916.0487x86344,smccarthy@webb-shelton.biz,trevor25@moss.com,http://lloyd.biz/,Other,Contacted,Information middle to travel example.
6826,7X5R4AVgCB,Carmen Mcknight,Yesenia,Nicholson,"Phelps, Erickson and Newman",(910)290-6611,322-435-1614x8818,kelseycurtis@floyd-york.com,wmedina@mccarthy-obrien.org,https://www.waller.com/,Google Ads,Closed Lost,Music successful yet my agree challenge who.
6827,stEO56aYwv,Shelley Hansen,Donald,L.,Ramos Group,543.955.9524,(514)709-5462,edwardford@hoffman-mendez.com,nealtammie+parrishcharlene@ortiz.com,http://lee.com/,Referral,Contacted,Wait how structure response take support.
6828,jjJPkfPDJq,Ralph Shea,Shannon,Calderon,Atkinson Group,7357200192,+1-285-665-6498x713,boyermanuel@hancock-bullock.com,stevensclarence@lester.com,https://www.mann.net/,Retargeting Ads,Proposal Sent,Television toward your memory security early build.
6829,5lZjHzBvpQ,Alec Barrett,Dillon,Morrison,Sims Inc,559-595-9689,+1-353-971-3641x9125,lgoodman@casey.com,dianawilkerson@oliver-pratt.info,http://www.gilbert.com/,Facebook Ads,Negotiation,Gas affect suddenly reveal level almost.
6830,jLrhYbw2ue,Brooke Walters,Anna,Kennedy,"Ponce, Rocha and Cruz",001-509-791-6532x8880,(722)589-1505x217,fredcoleman@odonnell.com,mpugh@kidd.biz,http://www.collier-roach.com/,Direct Traffic,Negotiation,Book lay base after.
6831,Gp3Do1w1va,Rhonda Francis,Monica,Nunez,Diaz Inc,001-718-479-8667,324.879.6471x262,miguelgarza@bentley-levine.com,madisonhogan@mcbride.com,http://khan.com/,Networking Event,Re-engagement,Deal traditional indicate past.
6832,yjlVHiz5zP,Debbie Baxter,Ariana,Montgomery,"Schaefer, Freeman and Ramsey",901-216-1321,830.628.8666,curtis58@meza.com,katrinanorris@daniel.net,http://www.tyler.com/,Cold Email,Qualified,Play better join process either.
6833,xmbxiPHvxg,Jody Burch,Leroy,Cannon,Henson Group,572-350-5227x173,677-410-8221,cmendez@gilbert.com,mario78@guzman.com,https://roy-santos.net/,Purchased List,Re-engagement,On price whole wonder send after.
6834,uPxlmulVOW,Caleb Simmons,Victoria,K.,Leonard-Kaiser,(863)535-6571x077,540-533-0114x1392,modom@bell-zhang.com,mikeshah@glass.net,http://www.molina.com/,Website Form,Contacted,Summer high attention measure war.
6835,XGxfboc1L2,Hannah Rollins,Joyce,R.,"Kemp, Lane and Shelton",+1-704-739-3490x437,873.464.9568x01172,juarezhaley@hooper.biz,debra67+krauseeugene@cummings.org,https://tran-morgan.net/,Cold Call,On Hold,Summer accept late simple state.
6836,Vql56KbpkZ,Ryan Price,Shelly,Alexander,Howard-Chaney,3249483240,+1-611-364-2441x01065,hmerritt@harrington.com,schmidtmichael@yoder.org,https://www.vargas-bryant.biz/,Cold Call,Disqualified,Television large party son still hour region claim.
6837,cL1Bog6rKn,Christian Simon,Claudia,Hamilton,Mccarthy-Shea,752-519-1331,5204739201,carlflynn@bryan.info,willispeggy@bray-james.org,http://www.harris-mercado.com/,Facebook Ads,Re-engagement,Again mouth like think.
6838,ZCIyHsSHmc,Tom Watts,Zachary,Mosley,Figueroa Inc,3507631907,(820)752-7571x9295,courtneystrong@nielsen.org,kaitlyn68@briggs.org,https://atkins-hayden.com/,Podcast,Closed Lost,Who organization easy one power center.
6839,pNadLmX2ws,Lacey Christian,Sherry,Sims,Pratt Ltd,619.474.9138x8068,4485114723,sharibird@weiss-burns.com,millsanita@morrow-glass.org,http://gardner-grant.com/,Other,Negotiation,Agency nothing year detail create.
6840,jHNELaY3Rk,Tim York,Warren,Fitzgerald,Berry-Gardner,939.904.0418,345.225.5079,qroach@oliver.org,breynolds@benitez.net,https://www.andersen.com/,Podcast,Contacted,Be structure part might final include.
6841,8pzkpKdXRr,Betty Flowers,Hailey,Chapman,"Bauer, Ramos and Friedman",(654)303-1204,001-343-539-3145,khanjody@pham.net,shannonsonia@glenn.com,https://calderon-mendoza.com/,Chatbot,On Hold,Reveal maintain region join.
6842,daEv577KPp,Kayla Rollins,Kylie,Cooley,"Mckenzie, Casey and Villanueva",+1-552-591-6528,3074401042,okhan@oconnor.net,misty72@perez-green.com,http://www.sharp.com/,Referral,Contacted,Worker but south especially system popular fall identify.
6843,SrighWXPqY,Nichole Patterson,Joann,Ritter,"Cordova, Bray and Lester",982.453.8518,6082682171,chickman@choi.com,donna80@henry-underwood.net,https://www.humphrey.org/,Partner Program,Proposal Sent,Wear high beautiful name kind well imagine.
6844,xNAjk2iUGe,Craig Flowers,Chelsea,Ponce,Higgins Inc,423.579.6496,878-376-3423x23881,nathantran@dalton.com,stacy20@ford-rubio.com,http://rich-guerra.org/,Webinars,Proposal Sent,Whatever young training thought peace place arm.
6845,FQFC4cCUzC,Suzanne Valencia,Douglas,Fuller,Barnes-Bernard,001-539-719-8240x47875,736.772.0651,jvelez@lambert.biz,tanner18@cervantes.com,http://hull-cochran.com/,Other,Proposal Sent,Poor need eight say.
6846,QYd5PTNUcf,Alejandro Shea,Colleen,Andersen,Schwartz LLC,(324)556-7493x234,211.836.7929x79260,adunlap@barber.org,harmonariel@wyatt.net,https://vargas.biz/,Cold Email,Negotiation,Such defense show right score.
6847,lgv0689kyf,Edward Ross,Catherine,Smith,"Moyer, Mcpherson and Bartlett",001-667-335-0750x96042,283.621.7754x864,mballard+jholloway@jennings.com,rruiz@ramos-yang.net,http://boone.com/,Content Marketing,Contacted,Into director compare big hour democratic learn.
6848,uKC2H9tFxh,James Costa,Logan,West,"Mayo, Knox and Mcmahon",588-428-8439,3816241957,meredith50@dickson-mata.net,gterry@andersen.com,https://www.hampton-huff.com/,Website Form,Disqualified,Above general nearly here new item debate happy.
6849,EoASvHwpnK,Taylor Booth,Shelly,Harrell,Garner-Crane,337.962.5284x3935,001-778-513-3278x002,jennylivingston@ford.com,devon94@ritter-russo.com,http://vaughn-morrison.com/,Direct Traffic,Qualified,Tell interest series activity thank.
6850,v6gJ6VH0EP,Aaron Vargas,Grace,Stokes,Levy Inc,+1-759-928-6089x809,9547995534,alexandria76@alvarado.info,gailmcdowell@jacobs.com,https://robles-tapia.com/,Trade Show,Closed Won,Financial six public include media produce.
6851,y5YoZirFS4,Misty Jones,Cody,B.,Foster and Sons,001-708-704-1167x04090,(239)224-2329,rossfrederick@lewis-mercer.com,dalton28+bmacdonald@stafford.com,http://www.gaines-giles.com/,Referral,Negotiation,World number court someone project hotel.
6852,mA2OuKmlGR,Kristine Pennington,Chris,Garza,Elliott-Hill,+1-869-200-6103x617,305.873.8339x9073,cindy53@black-nunez.org,howardperkins@west.com,https://simmons.com/,Purchased List,Closed Won,Would deal sister institution for center oil.
6853,IYoEWBCrb0,Neil Rangel,Dylan,Donovan,Pacheco-Quinn,001-611-665-6995x06758,(346)706-4405,nwilkerson@payne.com,webercraig@hess-morrow.com,http://www.zavala.com/,Retargeting Ads,New Lead,Notice college them music every hotel.
6854,faXb63mZDe,Linda Mcpherson,Dean,Bolton,James-Padilla,328-339-0430x4773,(429)921-0039x9307,nataliecummings@patton.com,jeffreyhorn@price-christian.com,https://french-garrett.org/,Partner Program,Negotiation,Pretty skin face child newspaper research must.
6855,FWohQsYufB,Parker Santiago,Ernest,Patton,"Barajas, Stark and Conway",383.596.9187x75101,383.804.3396,eenglish@walsh-cantrell.biz,ehoffman@larsen.com,https://merritt.com/,Facebook Ads,Disqualified,Assume administration service risk whatever own.
6856,TqqJ0ET2sL,Edwin Carter,Samantha,Prince,Luna Ltd,509-626-5830x020,+1-930-280-4047,dray+brooke40@hoffman-mendoza.com,montgomerycristina@mays-clements.org,https://www.hughes-marshall.com/,Referral,Re-engagement,General teacher summer child.
6857,NcOI7DngIr,Maxwell Harrell,Glenn,B.,Patterson Ltd,+1-439-901-4205x63533,+1-347-435-8104,charlesrojas+rubiocharlene@nolan.com,baileycasey@saunders.org,https://www.schwartz.info/,Podcast,On Hold,Discover issue expect win idea rate prepare.
